100,0.001380000000040127,0.0
200,0.0025919999999928223,0.0
300,0.004971000000011827,0.0
400,0.003894999999999982,0.0
500,0.005949999999984357,0.0
600,0.005946999999991931,0.0
700,0.00929499999995187,0.0
800,0.009166999999990821,0.0
900,0.00890700000002198,0.0
1000,0.010740999999995893,0.0
2000,0.026047000000005482,0.0
3000,0.03709600000001956,0.0
4000,0.05824999999998681,0.0
5000,0.06616700000000719,0.0
6000,0.06455100000005132,0.0
7000,0.07667100000003302,0.0
8000,0.09467700000004697,0.0
9000,0.1119419999999991,0.0
10000,0.12847300000004225,0.0
20000,0.25659000000001697,0.0
30000,0.38582700000000614,0.0
40000,0.5045590000000288,0.0
50000,0.6212249999999813,0.0
60000,0.7586769999999774,0.0
70000,0.9021400000000313,0.0
80000,1.0346819999999752,0.0
90000,1.171246999999994,0.0
100000,1.304559999999924,0.0
